"CustomerID","Recency_capped","Frequency_capped","Monetary_capped","Cluster_Id","Segment"
14133,130,3,605.64,2,"Active Customers"
14135,2,15,4690.31,3,"VIP Customers"
14138,2,2,982.38,2,"Active Customers"
14139,47,1,415.82,2,"Active Customers"
14140,4,2,935.05,2,"Active Customers"
14141,3,4,915.13,2,"Active Customers"
14142,369,1,311.81,1,"Dormant"
14143,134,1,115.8,2,"Active Customers"
14145,47,4,3742.2,2,"Active Customers"
14146,9,5,4191,2,"Active Customers"
14147,79,2,483.4,2,"Active Customers"
14148,234,1,157.2,1,"Dormant"
14149,221,1,446.62,1,"Dormant"
14150,36,2,658.64,2,"Active Customers"
14152,76,2,621.29,2,"Active Customers"
14154,240,2,1345.62,1,"Dormant"
14155,267,1,118.75,1,"Dormant"
14156,10,30,18715.313,3,"VIP Customers"
14157,20,2,432.88,2,"Active Customers"
14158,41,1,507.66,2,"Active Customers"
14159,20,11,4690.64,2,"Active Customers"
14161,216,3,1110.52,1,"Dormant"
14162,174,2,289.36,1,"Dormant"
14163,88,4,2445.91,2,"Active Customers"
14164,71,2,1631.77,2,"Active Customers"
14165,276,1,122.54,1,"Dormant"
14167,40,4,574.84,2,"Active Customers"
14171,99,1,363.79,2,"Active Customers"
14173,11,4,450.84,2,"Active Customers"
14174,34,1,134.46,2,"Active Customers"
14175,60,3,3222.3,2,"Active Customers"
14176,298,4,576.9,1,"Dormant"
14177,87,4,559.41,2,"Active Customers"
14178,9,7,1600.93,2,"Active Customers"
14179,41,2,719.78,2,"Active Customers"
14180,11,25,4748.52,3,"VIP Customers"
14184,67,1,452.89,2,"Active Customers"
14185,332,1,197.65,1,"Dormant"
14188,31,6,2054.36,2,"Active Customers"
14189,3,15,4654.08,3,"VIP Customers"
14191,2,13,4684.76,3,"VIP Customers"
14193,68,2,853.39,2,"Active Customers"
14194,5,21,11349.52,3,"VIP Customers"
14195,202,2,1012,1,"Dormant"
14196,107,1,335.52,2,"Active Customers"
14198,19,4,701.4,2,"Active Customers"
14199,219,1,185.4,1,"Dormant"
14201,61,7,747.44,2,"Active Customers"
14204,3,1,161.03,2,"Active Customers"
14205,17,2,466.7,2,"Active Customers"
14206,240,1,328.16,1,"Dormant"
14208,95,1,151.74,2,"Active Customers"
14209,11,6,2073.43,2,"Active Customers"
14210,106,6,1905.84,2,"Active Customers"
14211,54,9,2241.1,2,"Active Customers"
14212,90,1,1070.48,2,"Active Customers"
14214,31,5,1004.38,2,"Active Customers"
14215,12,6,1789.72,2,"Active Customers"
14216,4,4,1839.3,2,"Active Customers"
14217,2,17,2004.98,2,"Active Customers"
14218,43,1,169.48,2,"Active Customers"
14219,5,1,89.94,2,"Active Customers"
14220,248,2,632.4,1,"Dormant"
14221,43,9,3432.8,2,"Active Customers"
14222,178,1,683.17,1,"Dormant"
14223,93,3,991.13,2,"Active Customers"
14224,111,4,1050.12,2,"Active Customers"
14226,29,5,2232.19,2,"Active Customers"
14227,27,10,3350.96,2,"Active Customers"
14229,52,3,1547.2,2,"Active Customers"
14231,184,3,925.71,1,"Dormant"
14232,43,5,2048.07,2,"Active Customers"
14233,50,4,1462.72,2,"Active Customers"
14234,23,4,775.46,2,"Active Customers"
14235,76,5,3144.86,2,"Active Customers"
14236,81,2,490.86,2,"Active Customers"
14237,369,1,161,1,"Dormant"
14238,327,1,146.85,1,"Dormant"
14239,44,11,2380.85,2,"Active Customers"
14240,31,2,890.34,2,"Active Customers"
14241,184,1,213.7,1,"Dormant"
14242,235,2,280.55,1,"Dormant"
14243,9,10,2588.77,2,"Active Customers"
14245,220,2,1693.45,1,"Dormant"
14246,111,3,1474.06,2,"Active Customers"
14247,279,1,136.77,1,"Dormant"
14248,319,1,302.58,1,"Dormant"
14250,8,3,1904.05,2,"Active Customers"
14251,2,5,2879.7,2,"Active Customers"
14256,261,2,969.06,1,"Dormant"
14257,65,5,3099.72,2,"Active Customers"
14258,10,9,12669.98,3,"VIP Customers"
14259,142,1,120,1,"Dormant"
14261,51,2,1163.45,2,"Active Customers"
14262,9,8,2618.23,2,"Active Customers"
14264,155,2,333.97,1,"Dormant"
14265,110,2,530.18,2,"Active Customers"
14267,163,3,1516.24,1,"Dormant"
14270,332,1,492.65,1,"Dormant"
14271,226,1,112.32,1,"Dormant"
14272,74,2,437.96,2,"Active Customers"
14273,52,4,559.97,2,"Active Customers"
14276,99,3,1119.74,2,"Active Customers"
14277,16,3,4180.2,2,"Active Customers"
14280,197,1,134.04,1,"Dormant"
14282,4,15,3729.34,3,"VIP Customers"
14284,31,2,595.25,2,"Active Customers"
14285,22,4,1910.01,2,"Active Customers"
14286,24,3,4628.75,2,"Active Customers"
14287,9,3,176.63,2,"Active Customers"
14288,214,1,426.6,1,"Dormant"
14289,9,6,911.26,2,"Active Customers"
14290,12,5,2314.65,2,"Active Customers"
14291,2,11,3883.25,2,"Active Customers"
14292,8,9,4871.93,2,"Active Customers"
14293,4,4,1046.56,2,"Active Customers"
14295,41,1,166.2,2,"Active Customers"
14297,18,4,1305.33,2,"Active Customers"
14298,9,30,18715.313,3,"VIP Customers"
14299,9,9,3965.62,2,"Active Customers"
14300,19,1,52.2,2,"Active Customers"
14301,118,1,640.14,2,"Active Customers"
14304,223,1,383.45,1,"Dormant"
14305,72,3,1858.96,2,"Active Customers"
14306,52,2,2093.32,2,"Active Customers"
14307,89,6,2995.72,2,"Active Customers"
14309,9,9,2352.53,2,"Active Customers"
14311,243,1,310.26,1,"Dormant"
14312,47,6,1611.59,2,"Active Customers"
14314,107,1,120,2,"Active Customers"
14315,45,6,2481.13,2,"Active Customers"
14317,65,1,508.58,2,"Active Customers"
14320,207,2,477.79,1,"Dormant"
14321,11,5,1530.75,2,"Active Customers"
14323,115,2,605.06,2,"Active Customers"
14326,243,1,183.85,1,"Dormant"
14327,164,1,311.65,1,"Dormant"
14329,18,7,5014.84,2,"Active Customers"
14331,125,2,462.66,2,"Active Customers"
14332,23,3,866.31,2,"Active Customers"
14333,68,1,415.2,2,"Active Customers"
14334,17,8,2552.21,2,"Active Customers"
14335,17,2,468.26,2,"Active Customers"
14336,17,4,1614.91,2,"Active Customers"
14338,162,2,588.22,1,"Dormant"
14339,243,1,309.52,1,"Dormant"
14340,219,1,134.7,1,"Dormant"
14341,46,8,2182.28,2,"Active Customers"
14342,22,4,668.56,2,"Active Customers"
14344,128,8,889.93,2,"Active Customers"
14345,39,1,108.98,2,"Active Customers"
14346,121,2,1021.58,2,"Active Customers"
14348,261,1,409.57,1,"Dormant"
14349,11,1,133.5,2,"Active Customers"
14350,275,1,282.93,1,"Dormant"
14351,165,1,52.2,1,"Dormant"
14352,158,4,1078.96,1,"Dormant"
14353,216,1,90.6,1,"Dormant"
14354,6,2,163.62,2,"Active Customers"
14355,366,1,174.4,1,"Dormant"
14356,80,2,701.23,2,"Active Customers"
14357,44,1,225.77,2,"Active Customers"
14359,20,3,912.18,2,"Active Customers"
14360,32,4,2128.23,2,"Active Customers"
14362,23,1,161.2,2,"Active Customers"
14364,109,8,3717.35,2,"Active Customers"
14367,9,16,9261.52,3,"VIP Customers"
14368,320,1,155,1,"Dormant"
14371,296,1,100.5,1,"Dormant"
14373,359,1,76.55,1,"Dormant"
14375,186,1,257.68,1,"Dormant"
14377,192,2,617.05,1,"Dormant"
14379,45,2,348.1,2,"Active Customers"
14381,53,1,202.68,2,"Active Customers"
14382,27,1,626.07,2,"Active Customers"
14383,39,3,1247.69,2,"Active Customers"
14385,10,3,202.11,2,"Active Customers"
14386,297,1,142.4,1,"Dormant"
14387,33,3,1770.56,2,"Active Customers"
14388,11,8,3212.84,2,"Active Customers"
14389,66,2,1043.46,2,"Active Customers"
14390,11,9,4652.82,2,"Active Customers"
14393,219,1,67.95,1,"Dormant"
14395,3,9,3507.71,2,"Active Customers"
14396,66,2,487.99,2,"Active Customers"
14397,3,19,2612.96,3,"VIP Customers"
14400,150,1,574.7,1,"Dormant"
14401,5,13,4051.48,2,"Active Customers"
14403,131,4,1475.81,2,"Active Customers"
14404,34,6,1474.32,2,"Active Customers"
14406,120,1,156.75,2,"Active Customers"
14407,108,5,2142.73,2,"Active Customers"
14408,11,7,2606.53,2,"Active Customers"
14409,72,6,2059.45,2,"Active Customers"
14410,93,9,1104.07,2,"Active Customers"
14411,311,1,1063,1,"Dormant"
14412,43,2,770.03,2,"Active Customers"
14413,363,1,122.7,1,"Dormant"
14414,92,7,1496.98,2,"Active Customers"
14415,2,13,5900.28,3,"VIP Customers"
14416,23,2,490.22,2,"Active Customers"
14418,4,3,1937.25,2,"Active Customers"
14419,11,6,1058.06,2,"Active Customers"
14420,100,1,387.52,2,"Active Customers"
14421,58,2,813.11,2,"Active Customers"
14422,2,6,4263.64,2,"Active Customers"
14423,219,1,265.2,1,"Dormant"
14424,18,1,322.08,2,"Active Customers"
14426,24,10,4481.67,2,"Active Customers"
14427,51,2,363.34,2,"Active Customers"
14428,8,5,1244.83,2,"Active Customers"
14431,303,1,470.36,1,"Dormant"
14432,10,6,2255.51,2,"Active Customers"
14434,22,6,1372.8,2,"Active Customers"
14436,99,1,89.06,2,"Active Customers"
14437,366,1,63,1,"Dormant"
14438,307,1,131.9,1,"Dormant"
14439,320,1,2661.24,1,"Dormant"
14440,9,5,2357.68,2,"Active Customers"
14441,2,4,1712.89,2,"Active Customers"
14442,205,2,1589.82,1,"Dormant"
14443,54,4,1420.2,2,"Active Customers"
14446,2,4,1034.78,2,"Active Customers"
14447,19,5,1163.23,2,"Active Customers"
14448,10,2,375.35,2,"Active Customers"
14449,19,4,907.1,2,"Active Customers"
14450,181,3,483.25,1,"Dormant"
14451,61,2,662.59,2,"Active Customers"
14452,11,2,264.44,2,"Active Customers"
14453,191,1,119.93,1,"Dormant"
14456,6,9,3059.44,2,"Active Customers"
14457,311,1,113.64,1,"Dormant"
14459,156,1,1837.92,1,"Dormant"
14460,111,3,434.34,2,"Active Customers"
14461,149,3,2102.67,2,"Active Customers"
14462,67,11,1999.02,2,"Active Customers"
14463,99,3,529.62,2,"Active Customers"
14465,247,3,1058.62,1,"Dormant"
14466,30,7,2272.4,2,"Active Customers"
14467,18,4,598.76,2,"Active Customers"
14470,12,2,461.19,2,"Active Customers"
14472,104,8,1936.84,2,"Active Customers"
14473,75,2,234.34,2,"Active Customers"
14474,47,1,547.66,2,"Active Customers"
14475,72,3,925.85,2,"Active Customers"
14476,258,1,215.7,1,"Dormant"
14477,20,4,1309.6,2,"Active Customers"
14479,254,2,316.25,1,"Dormant"
14480,12,1,279.05,2,"Active Customers"
14481,165,2,636.51,1,"Dormant"
14482,19,6,2068.15,2,"Active Customers"
14483,282,1,137.1,1,"Dormant"
14484,51,1,321.92,2,"Active Customers"
14485,39,1,165.75,2,"Active Customers"
14487,27,6,1196.33,2,"Active Customers"
14488,68,1,1064.28,2,"Active Customers"
14489,208,1,463.38,1,"Dormant"
14491,176,2,340.93,1,"Dormant"
14493,8,5,2383.24,2,"Active Customers"
14494,26,1,139.56,2,"Active Customers"
14495,51,2,123.8,2,"Active Customers"
14496,312,2,538.81,1,"Dormant"
14497,310,1,475.37,1,"Dormant"
14498,43,5,1957.32,2,"Active Customers"
14499,27,3,815.32,2,"Active Customers"
14500,89,3,356.85,2,"Active Customers"
14501,184,2,251.21,1,"Dormant"
14502,20,11,2467.63,2,"Active Customers"
14503,4,6,3543.26,2,"Active Customers"
14504,48,4,673.26,2,"Active Customers"
14505,18,8,5905.64,2,"Active Customers"
14506,18,5,2012.17,2,"Active Customers"
14507,24,6,1383.18,2,"Active Customers"
14508,23,2,276.42,2,"Active Customers"
14511,12,5,1314.81,2,"Active Customers"
14512,188,2,275.28,1,"Dormant"
14513,101,3,455.59,2,"Active Customers"
14514,62,3,1055.35,2,"Active Customers"
14515,18,6,2102.09,2,"Active Customers"
14517,34,2,330.45,2,"Active Customers"
14518,65,1,174.37,2,"Active Customers"
14520,2,2,270.6,2,"Active Customers"
14522,25,4,974.54,2,"Active Customers"
14523,109,1,241.09,2,"Active Customers"
14524,32,9,1867.68,2,"Active Customers"
14525,20,9,4332.2,2,"Active Customers"
14527,3,30,8507.82,3,"VIP Customers"
14528,38,1,364.22,2,"Active Customers"
14529,61,3,620.04,2,"Active Customers"
14530,26,6,2925.91,2,"Active Customers"
14532,237,4,932.85,1,"Dormant"
14533,25,7,1949.72,2,"Active Customers"
14534,3,18,4445.4,3,"VIP Customers"
14535,61,3,2864.19,2,"Active Customers"
14536,260,1,171.8,1,"Dormant"
14537,58,1,355.56,2,"Active Customers"
14538,65,2,388.25,2,"Active Customers"
14539,16,2,537.48,2,"Active Customers"
14540,10,3,996.26,2,"Active Customers"
14541,59,8,1461.65,2,"Active Customers"
14542,186,1,103.25,1,"Dormant"
14543,29,16,3590.68,3,"VIP Customers"
14544,25,2,2024.45,2,"Active Customers"
14546,6,5,2578.09,2,"Active Customers"
14547,4,8,4007.54,2,"Active Customers"
14548,151,2,652.8,1,"Dormant"
14549,312,1,289.24,1,"Dormant"
14550,11,2,765.62,2,"Active Customers"
14551,19,2,186.23,2,"Active Customers"
14552,152,1,165.07,1,"Dormant"
14553,20,5,859.27,2,"Active Customers"
14554,11,4,2381.04,2,"Active Customers"
14555,58,2,324.14,2,"Active Customers"
14557,86,1,788.38,2,"Active Customers"
14560,8,22,2237.77,3,"VIP Customers"
14561,76,3,1080.76,2,"Active Customers"
14562,4,18,5074.77,3,"VIP Customers"
14565,96,4,2949.12,2,"Active Customers"
14566,111,1,1432,2,"Active Customers"
14567,57,2,1530.36,2,"Active Customers"
14569,2,1,227.39,2,"Active Customers"
14570,281,2,217.21,1,"Dormant"
14572,4,7,2832.84,2,"Active Customers"
14573,180,9,1653.42,1,"Dormant"
14576,369,1,52.2,1,"Dormant"
14577,13,4,859.71,2,"Active Customers"
14578,4,1,168.63,2,"Active Customers"
14581,17,1,138.6,2,"Active Customers"
14582,41,1,114.11,2,"Active Customers"
14583,6,5,1052.55,2,"Active Customers"
14584,170,4,1042.26,1,"Dormant"
14585,51,1,157.05,2,"Active Customers"
14586,277,1,237.36,1,"Dormant"
14587,19,9,1601.14,2,"Active Customers"
14589,369,1,52.2,1,"Dormant"
14591,16,4,1447.14,2,"Active Customers"
14592,36,3,570.46,2,"Active Customers"
14593,22,3,617.99,2,"Active Customers"
14594,8,2,379.83,2,"Active Customers"
14595,20,6,1740.6,2,"Active Customers"
14597,12,2,883.15,2,"Active Customers"
14598,45,1,221.97,2,"Active Customers"
14600,306,1,393.33,1,"Dormant"
14601,11,1,213.96,2,"Active Customers"
14603,275,1,660,1,"Dormant"
14606,2,30,12006.65,3,"VIP Customers"
14607,16,12,15021.5,3,"VIP Customers"
14608,5,4,1785.15,2,"Active Customers"
14609,73,4,601.56,2,"Active Customers"
14616,243,3,406.08,1,"Dormant"
14618,10,3,553.44,2,"Active Customers"
14619,246,1,394.44,1,"Dormant"
14620,206,2,412.78,1,"Dormant"
14621,2,5,1788.36,2,"Active Customers"
14622,185,1,320.58,1,"Dormant"
14623,33,5,884.57,2,"Active Customers"
14624,58,2,225.85,2,"Active Customers"
14625,197,2,899.63,1,"Dormant"
14626,24,4,2791.27,2,"Active Customers"
14628,92,2,671.96,2,"Active Customers"
14629,5,2,959.01,2,"Active Customers"
14631,51,3,1006.98,2,"Active Customers"
14632,263,1,114.56,1,"Dormant"
14633,267,1,344.9,1,"Dormant"
14636,37,2,609.85,2,"Active Customers"
14638,51,1,443.6,2,"Active Customers"
14639,53,6,2984.49,2,"Active Customers"
14640,25,6,2125.08,2,"Active Customers"
14641,22,1,110.46,2,"Active Customers"
14642,59,1,96.12,2,"Active Customers"
14643,171,2,693.81,1,"Dormant"
14644,68,2,830.76,2,"Active Customers"
14645,157,2,597.09,1,"Dormant"
14646,2,30,18715.313,3,"VIP Customers"
14647,202,1,243.22,1,"Dormant"
14649,5,4,1417.29,2,"Active Customers"
14651,68,2,654.6,2,"Active Customers"
14652,78,1,114.18,2,"Active Customers"
14653,2,7,1937.6,2,"Active Customers"
14655,9,4,1932.23,2,"Active Customers"
14656,170,2,291.05,1,"Dormant"
14657,18,4,848.22,2,"Active Customers"
14658,6,2,247.15,2,"Active Customers"
14659,9,9,2529.93,2,"Active Customers"
14660,87,2,285.74,2,"Active Customers"
14661,27,1,107.95,2,"Active Customers"
14662,29,4,771.17,2,"Active Customers"
14664,20,2,637.89,2,"Active Customers"
14665,61,5,1835.7,2,"Active Customers"
14666,25,1,179.95,2,"Active Customers"
14667,11,25,9236.95,3,"VIP Customers"
14669,242,3,1269.99,1,"Dormant"
14670,281,2,411.53,1,"Dormant"
14672,235,2,765.55,1,"Dormant"
14673,4,5,1736.4,2,"Active Customers"
14675,17,1,604.75,2,"Active Customers"
14676,32,6,2548.24,2,"Active Customers"
14680,26,16,18715.313,3,"VIP Customers"
14681,72,3,498.95,2,"Active Customers"
14682,188,2,52.2,1,"Dormant"
14684,26,5,1236.28,2,"Active Customers"
14687,107,1,628.38,2,"Active Customers"
14688,8,21,5630.87,3,"VIP Customers"
14689,209,1,112.8,1,"Dormant"
14690,45,2,371.7,2,"Active Customers"
14691,31,5,2114.33,2,"Active Customers"
14692,138,4,591.55,2,"Active Customers"
14693,265,1,172.9,1,"Dormant"
14696,5,7,2078.95,2,"Active Customers"
14697,219,2,188.61,1,"Dormant"
14698,2,5,1250.76,2,"Active Customers"
14699,215,1,109.13,1,"Dormant"
14700,33,3,2235.3,2,"Active Customers"
14701,11,9,2549.37,2,"Active Customers"
14702,2,17,3292.14,3,"VIP Customers"
14703,15,1,318.17,2,"Active Customers"
14704,20,7,1514.57,2,"Active Customers"
14705,199,1,179,1,"Dormant"
14708,3,3,1126.37,2,"Active Customers"
14709,16,13,4921.04,3,"VIP Customers"
14710,15,4,606.13,2,"Active Customers"
14711,11,11,2868.8,2,"Active Customers"
14712,30,3,917.07,2,"Active Customers"
14713,10,11,2666.36,2,"Active Customers"
14714,25,1,160.19,2,"Active Customers"
14715,25,4,867.38,2,"Active Customers"
14716,44,2,329.68,2,"Active Customers"
14719,2,5,1602.13,2,"Active Customers"
14720,6,3,663.81,2,"Active Customers"
14722,148,1,187.92,1,"Dormant"
14723,11,6,1156.6,2,"Active Customers"
14725,25,1,718.08,2,"Active Customers"
14727,275,1,268.58,1,"Dormant"
14729,369,1,313.49,1,"Dormant"
14730,2,8,2005.06,2,"Active Customers"
14731,48,3,380.02,2,"Active Customers"
14732,9,8,2702.49,2,"Active Customers"
14733,17,12,9585.91,3,"VIP Customers"
14735,4,30,6050.69,3,"VIP Customers"
14737,4,3,1164.55,2,"Active Customers"
14738,43,7,1314.45,2,"Active Customers"
14739,5,7,3902.28,2,"Active Customers"
14740,198,3,1448.21,1,"Dormant"
14741,12,6,1400.34,2,"Active Customers"
14744,17,7,1099.98,2,"Active Customers"
14745,113,5,1220.26,2,"Active Customers"
14747,250,1,328.2,1,"Dormant"
14748,30,5,1415.75,2,"Active Customers"
14752,44,1,389.64,2,"Active Customers"
14753,88,1,563.15,2,"Active Customers"
14754,45,2,638.05,2,"Active Customers"
14755,10,11,5010.28,2,"Active Customers"
14756,16,1,738.96,2,"Active Customers"
14757,76,1,420.5,2,"Active Customers"
14758,145,4,1484.06,2,"Active Customers"
14759,5,3,1625.97,2,"Active Customers"
14760,298,1,89.2,1,"Dormant"
14761,59,2,255.9,2,"Active Customers"
14762,264,1,300.52,1,"Dormant"
14764,47,1,278.3,2,"Active Customers"
14765,30,3,254.11,2,"Active Customers"
14766,9,6,2473.37,2,"Active Customers"
14768,18,2,192.6,2,"Active Customers"
14769,3,8,10673.1,3,"VIP Customers"
14770,233,2,876.42,1,"Dormant"
14772,113,1,139.26,2,"Active Customers"
14775,59,3,1011.9,2,"Active Customers"
14776,52,11,2538.3,2,"Active Customers"
14778,128,2,730.86,2,"Active Customers"
14779,281,3,386.15,1,"Dormant"
14780,55,2,447.68,2,"Active Customers"
14782,320,1,200.1,1,"Dormant"
14784,27,2,289.99,2,"Active Customers"
14785,11,2,77.4,2,"Active Customers"
14788,8,2,679.44,2,"Active Customers"
14789,29,1,197.64,2,"Active Customers"
14790,17,4,745.06,2,"Active Customers"
14792,64,1,52.2,2,"Active Customers"
14793,22,1,228.99,2,"Active Customers"
14794,3,7,1319.91,2,"Active Customers"
14795,167,1,131.45,1,"Dormant"
14796,2,17,8020.93,3,"VIP Customers"
14798,53,3,173.74,2,"Active Customers"
14799,52,1,157.7,2,"Active Customers"
14800,48,12,4339.74,2,"Active Customers"
14801,62,1,193.14,2,"Active Customers"
14803,163,3,845.55,1,"Dormant"
14804,9,1,353.27,2,"Active Customers"
14805,16,4,554.65,2,"Active Customers"
14806,76,1,193.39,2,"Active Customers"
14808,40,8,2741.17,2,"Active Customers"
14810,41,11,2087.88,2,"Active Customers"
14813,369,2,155.43,1,"Dormant"
14815,37,2,778.5,2,"Active Customers"
14816,198,1,271.85,1,"Dormant"
14817,201,2,1010.34,1,"Dormant"
14818,74,3,657.8,2,"Active Customers"
14819,65,2,272.07,2,"Active Customers"
14820,22,4,507.29,2,"Active Customers"
14821,367,1,52.2,1,"Dormant"
14823,181,3,321.43,1,"Dormant"
14824,11,4,1127.71,2,"Active Customers"
14825,4,12,2226.91,2,"Active Customers"
14828,197,3,2139.76,1,"Dormant"
14829,30,4,697.55,2,"Active Customers"
14830,54,1,196.28,2,"Active Customers"
14834,18,6,1720.3,2,"Active Customers"
14836,11,3,102.45,2,"Active Customers"
14837,90,4,1649.5,2,"Active Customers"
14840,268,1,62.85,1,"Dormant"
14841,54,6,3295.76,2,"Active Customers"
14842,44,4,2824.69,2,"Active Customers"
14844,64,4,3189.81,2,"Active Customers"
14847,149,1,309.4,1,"Dormant"
14849,22,25,7930.54,3,"VIP Customers"
14850,312,1,325.75,1,"Dormant"
14851,24,2,511.35,2,"Active Customers"
14852,59,6,2836.69,2,"Active Customers"
14853,25,2,475.8,2,"Active Customers"
14854,79,7,2759.83,2,"Active Customers"
14855,120,2,645.65,2,"Active Customers"
14856,37,3,1311.38,2,"Active Customers"
14857,60,2,1173.12,2,"Active Customers"
14859,13,4,1353.74,2,"Active Customers"
14860,20,1,170.32,2,"Active Customers"
14861,53,1,125.79,2,"Active Customers"
14862,26,2,841.2,2,"Active Customers"
14863,30,1,266.76,2,"Active Customers"
14865,8,2,52.2,2,"Active Customers"
14866,11,11,14353.4,3,"VIP Customers"
14867,186,3,710.28,1,"Dormant"
14868,4,8,2953.59,2,"Active Customers"
14869,9,2,725.7,2,"Active Customers"
14870,262,1,327.25,1,"Dormant"
14871,4,4,522.38,2,"Active Customers"
14873,211,1,519.68,1,"Dormant"
14875,108,2,1465.32,2,"Active Customers"
14878,13,9,1485.54,2,"Active Customers"
14880,78,3,706.19,2,"Active Customers"
14881,20,1,255.4,2,"Active Customers"
14882,27,2,589.7,2,"Active Customers"
14883,19,6,761.59,2,"Active Customers"
14885,132,1,765.32,2,"Active Customers"
14886,253,1,364.8,1,"Dormant"
14887,80,1,1862,2,"Active Customers"
14888,208,1,369.2,1,"Dormant"
14889,337,1,135.9,1,"Dormant"
14890,254,1,125.65,1,"Dormant"
14891,149,2,554.38,1,"Dormant"
14893,10,2,1237.85,2,"Active Customers"
14894,86,1,655.75,2,"Active Customers"
14895,8,20,11138.71,3,"VIP Customers"
14896,205,2,468.77,1,"Dormant"
14897,8,4,1366.38,2,"Active Customers"
14898,24,6,1303.52,2,"Active Customers"
14901,12,9,1421.29,2,"Active Customers"
14902,26,1,332.66,2,"Active Customers"
14903,22,5,2810.63,2,"Active Customers"
14904,3,2,1025.44,2,"Active Customers"
14905,158,2,616.15,1,"Dormant"
14907,4,7,3501.1,2,"Active Customers"
14908,75,1,277.8,2,"Active Customers"
14910,3,4,434.35,2,"Active Customers"
14911,2,30,18715.313,3,"VIP Customers"
14912,17,2,867.85,2,"Active Customers"
14913,36,4,1227.43,2,"Active Customers"
14915,92,2,307.48,2,"Active Customers"
14916,71,4,1268.98,2,"Active Customers"
14918,116,2,1610.15,2,"Active Customers"
14920,213,2,977.77,1,"Dormant"
14921,31,2,1316.07,2,"Active Customers"
14923,51,1,749.1,2,"Active Customers"
14924,246,1,310.05,1,"Dormant"
14929,33,1,223.88,2,"Active Customers"
14930,109,3,2372.86,2,"Active Customers"
14931,5,4,864.68,2,"Active Customers"
14932,366,1,313.53,1,"Dormant"
14934,82,2,1890.94,2,"Active Customers"
14935,298,1,1784.71,1,"Dormant"
14936,34,8,8137.02,3,"VIP Customers"
14937,57,3,1621.88,2,"Active Customers"
14944,30,12,5900.25,3,"VIP Customers"
14946,15,1,100.9,2,"Active Customers"
14947,73,2,290.82,2,"Active Customers"
14948,24,6,1101.97,2,"Active Customers"
14950,20,1,371.2,2,"Active Customers"
14951,80,1,311.69,2,"Active Customers"
14952,60,11,8099.49,3,"VIP Customers"
14953,26,1,289.82,2,"Active Customers"
14954,13,1,336.17,2,"Active Customers"
14957,254,1,58.49,1,"Dormant"
14958,148,3,499.68,1,"Dormant"
14959,65,4,695.42,2,"Active Customers"
14960,9,2,221.27,2,"Active Customers"
14961,11,9,7044.68,3,"VIP Customers"
14962,271,1,126.7,1,"Dormant"
14963,10,5,1487.8,2,"Active Customers"
14964,248,1,206.21,1,"Dormant"
14965,97,2,599,2,"Active Customers"
14966,15,1,191.32,2,"Active Customers"
14967,50,1,463.8,2,"Active Customers"
14968,31,1,147.59,2,"Active Customers"
14970,69,4,1592.06,2,"Active Customers"
14971,36,3,1116.57,2,"Active Customers"
14972,129,1,114.77,2,"Active Customers"
14973,108,3,1314.45,2,"Active Customers"
14974,38,1,114.39,2,"Active Customers"
14975,58,1,279.94,2,"Active Customers"
14976,58,6,774.86,2,"Active Customers"
14978,73,5,1931.42,2,"Active Customers"
14981,247,1,102.12,1,"Dormant"
14984,20,2,213.27,2,"Active Customers"
14985,199,2,296.75,1,"Dormant"
14987,16,2,326.4,2,"Active Customers"
14988,212,1,334.54,1,"Dormant"
14995,39,2,233.23,2,"Active Customers"
14997,47,3,546.2,2,"Active Customers"
14998,171,2,429.87,1,"Dormant"
15000,48,1,490.52,2,"Active Customers"
15002,116,4,1641.76,2,"Active Customers"
15004,148,1,1245.93,1,"Dormant"
15005,16,28,6314.87,3,"VIP Customers"
15006,52,1,497.14,2,"Active Customers"
15007,160,1,156.91,1,"Dormant"
15009,13,3,1261.78,2,"Active Customers"
15010,36,1,308.94,2,"Active Customers"
15012,54,2,423.04,2,"Active Customers"
15014,44,2,260.17,2,"Active Customers"
15016,173,1,170.04,1,"Dormant"
15017,34,1,125.58,2,"Active Customers"
15018,39,3,496.21,2,"Active Customers"
15019,267,1,266,1,"Dormant"
15021,9,9,1914.82,2,"Active Customers"
15022,12,4,905.04,2,"Active Customers"
15023,4,11,6783.86,3,"VIP Customers"
15024,10,10,1661.33,2,"Active Customers"
15025,34,1,377.01,2,"Active Customers"
15026,81,3,464.2,2,"Active Customers"
15027,31,4,1066.15,2,"Active Customers"
15028,9,4,627.13,2,"Active Customers"
15030,72,2,518.28,2,"Active Customers"
15031,5,4,668.14,2,"Active Customers"
15032,257,3,4959.1,1,"Dormant"
15033,5,10,2583.37,2,"Active Customers"
15034,16,8,4308.61,2,"Active Customers"
15035,90,1,252.73,2,"Active Customers"
15036,73,3,465.55,2,"Active Customers"
15038,59,6,705.49,2,"Active Customers"
15039,10,30,18715.313,3,"VIP Customers"
15041,171,1,180.35,1,"Dormant"
15042,200,1,135.93,1,"Dormant"
15043,32,1,537,2,"Active Customers"
15044,20,17,7700.23,3,"VIP Customers"
15045,152,2,735.66,1,"Dormant"
15046,10,15,5194.82,3,"VIP Customers"
15047,270,1,343.62,1,"Dormant"
15048,66,4,384.05,2,"Active Customers"
15049,274,1,121.17,1,"Dormant"
